읍면동,본번,부번,면적
읍상리,32,14,216
읍상리,32,16,213
읍상리,32,19,213
읍상리,32,20,203
읍상리,32,30,213
읍상리,32,32,214
읍상리,32,35,213
읍상리,32,36,226
읍상리,32,37,226
읍상리,32,38,219
읍상리,32,41,223
읍상리,32,42,227
읍상리,32,43,226
읍상리,32,44,231
읍상리,32,57,246
읍상리,32,59,176
읍상리,34,4,125
읍상리,36,7,400
읍상리,38,2,934
읍상리,38,5,1003
읍상리,48,2,317
읍상리,49,2,945
읍상리,50,2,212
읍상리,51,1,310
읍상리,55,1,587
읍상리,55,2,271
읍상리,55,3,119
읍상리,56,,363
읍상리,59,,248
읍상리,62,3,127
읍상리,63,3,383
읍상리,105,4,191
읍상리,106,2,363
읍상리,106,7,539
읍상리,107,1,319
읍상리,107,3,503
읍상리,107,4,980
읍상리,109,8,227
읍상리,109,15,165
읍상리,112,1,302
읍상리,112,7,192
읍상리,112,8,294
읍상리,112,16,168
읍상리,112,17,210
읍상리,112,20,285
읍상리,112,23,347
읍상리,112,28,212
읍상리,112,31,138
읍상리,112,32,146
읍상리,112,33,338
읍상리,112,34,222
읍상리,112,35,278
읍상리,112,36,462
읍상리,121,1,57
읍상리,121,4,178
읍상리,122,3,205
읍상리,122,6,158
읍상리,122,7,207
읍상리,122,9,369
읍상리,122,20,209
읍상리,122,22,106
읍상리,122,23,119
읍상리,122,25,238
읍상리,123,9,271
읍상리,123,10,216
읍상리,124,3,250
읍상리,127,1,400
읍상리,127,5,691
읍상리,127,7,2047
읍상리,127,8,90
읍상리,127,9,439
읍상리,127,15,1824
읍상리,130,1,1623
읍상리,130,2,320
읍상리,130,3,1325
읍상리,130,4,93
읍상리,131,,689
읍상리,132,1,301
읍상리,146,4,136
읍상리,146,6,102
읍상리,147,,1017
읍상리,147,9,71
읍상리,148,1,602
읍상리,195,5,1101
읍상리,195,11,352
읍상리,195,33,196
읍상리,210,10,367
읍상리,224,3,234
읍상리,225,1,227
읍상리,225,6,89
읍상리,269,5,195
읍상리,269,7,404
읍상리,269,8,1009
읍상리,270,1,202
읍상리,270,2,231
읍상리,270,7,76
읍상리,270,8,197
읍상리,270,9,162
읍상리,274,1,336
읍상리,274,3,149
읍상리,274,4,155
읍상리,274,5,197
읍상리,275,5,202
읍상리,275,7,195
읍상리,275,8,218
읍상리,276,1,97
읍상리,276,7,124
읍상리,276,16,174
읍상리,276,17,174
읍상리,277,3,287.3
읍상리,277,6,163
읍상리,277,12,216
읍상리,278,7,365
읍상리,278,10,102.4
읍상리,278,15,88
읍상리,278,16,115
읍상리,278,17,117
읍상리,278,19,151
읍상리,280,5,40
읍상리,280,7,20
읍상리,284,6,25
읍상리,284,10,79
읍상리,285,2,123
읍상리,286,,93
읍상리,287,,155
읍상리,288,6,322
읍상리,288,18,215
읍상리,288,20,128
읍상리,288,29,119
읍상리,288,30,381
읍상리,288,32,258
읍상리,288,33,361
읍상리,288,37,76
읍상리,288,41,192
읍상리,288,43,185
읍상리,288,48,388
읍상리,288,52,129
읍상리,288,53,56
읍상리,289,4,38.72
읍상리,289,8,258
읍상리,289,10,165
읍상리,291,6,82
읍상리,291,9,36.3
읍상리,291,14,347
읍상리,292,5,31.4
읍상리,292,8,291
읍상리,293,4,484
읍상리,294,5,576
읍상리,295,1,391
읍상리,295,14,54
읍상리,295,16,214
읍상리,295,20,60
읍상리,295,22,249
읍상리,295,24,18
읍상리,295,25,30
읍상리,298,14,227
읍상리,300,3,111
읍상리,300,5,110
읍상리,300,6,106
읍상리,300,7,169
읍상리,300,9,135
읍상리,300,10,156
읍상리,301,6,235
읍상리,301,11,188
읍상리,302,1,112
읍상리,302,7,171
읍상리,302,8,262
읍상리,302,12,215
읍상리,305,3,129
읍상리,306,1,251
읍상리,306,5,314
읍상리,306,7,212
읍상리,306,14,165
읍상리,306,15,161
읍상리,307,1,349
읍상리,307,7,304
읍상리,308,3,876
읍상리,308,4,304
읍상리,308,5,271
읍상리,308,6,92
읍상리,308,7,331
읍상리,308,11,255
읍상리,308,14,381
읍상리,309,,600
읍상리,310,2,281
읍상리,310,3,314
읍상리,310,4,148.68
읍상리,310,5,420
읍상리,311,1,68
읍상리,312,,367
읍상리,313,1,248
읍상리,313,2,235
읍상리,313,3,190
읍상리,313,5,208
읍상리,313,7,327
읍상리,313,9,149
읍상리,313,13,193
읍상리,314,1,363
읍상리,314,5,261
읍상리,315,1,255
읍상리,315,3,180
읍상리,315,4,82
읍상리,315,7,396
읍상리,315,8,638
읍상리,315,10,271
읍상리,315,11,290
읍상리,320,1,152
읍상리,322,3,304
읍상리,322,4,201
읍상리,322,7,246
읍상리,325,,367
읍상리,326,2,36
읍상리,326,4,172
읍상리,326,6,165
읍상리,326,7,182
읍상리,326,8,198
읍상리,326,9,208
읍상리,326,10,172
읍상리,327,2,368
읍상리,327,4,222
읍상리,327,5,208
읍상리,327,6,324
읍상리,327,7,136
읍상리,328,3,446
읍상리,328,4,221
읍상리,328,5,280
읍상리,328,13,173
읍상리,329,,224
읍상리,332,,272
읍상리,333,,228
읍상리,334,,121
읍상리,336,1,206
읍상리,337,1,233
읍상리,337,3,66
읍상리,338,1,251
읍상리,343,1,168
읍상리,345,1,961
읍상리,347,1,214
읍상리,347,2,168
읍상리,348,4,185
읍상리,348,5,281
읍상리,348,7,188
읍상리,348,8,148
읍상리,350,1,674
읍상리,350,3,441
읍상리,352,1,146
읍상리,352,5,122
읍상리,352,6,251
읍상리,367,2,230
읍상리,367,3,198
읍상리,367,4,152
읍상리,367,7,268
읍상리,367,8,560
읍상리,368,3,555
읍상리,371,4,192
읍상리,371,8,89
읍상리,372,1,78
읍상리,373,2,136
읍상리,373,3,258
읍상리,373,5,282
읍상리,374,3,238
읍상리,374,4,304
읍상리,376,2,1178
읍상리,376,23,200
읍상리,376,24,133
읍상리,376,25,206
읍상리,376,29,91
읍상리,377,2,830
읍상리,377,10,264
읍상리,382,2,289
읍상리,382,7,154
읍상리,383,,262
읍상리,384,1,136
읍상리,384,2,455
읍상리,384,3,548
읍상리,384,4,751
읍상리,385,9,175
읍상리,385,10,162
읍상리,385,23,433
읍상리,385,25,192
읍상리,386,1,242
읍상리,386,2,137
읍상리,386,4,1214
읍상리,386,6,572
읍상리,386,18,468
읍상리,386,31,775
읍상리,393,2,127
읍상리,470,,658
읍상리,493,,1014
읍상리,514,8,212
읍상리,515,1,99
읍상리,515,4,181
읍상리,515,5,230
읍상리,515,8,231
읍상리,515,10,305
읍상리,515,12,116
읍상리,517,1,251
읍상리,517,2,332
읍상리,517,4,322
읍상리,519,1,263
읍상리,519,5,182
읍상리,519,8,145
읍상리,519,9,174
읍상리,519,12,465
읍상리,539,3,316
읍상리,540,,659
읍상리,541,4,238
읍상리,541,5,228
읍상리,541,7,198
읍상리,541,8,204
읍상리,541,9,178
읍상리,541,10,180
읍상리,542,1,317
읍상리,543,2,278
읍상리,546,2,325
읍상리,547,,460
읍상리,563,1,273.6
읍상리,563,2,273
읍상리,563,3,317.7
읍상리,563,6,83
읍상리,563,7,141.6
읍상리,563,8,146
읍상리,566,1,140
읍상리,566,2,253
읍상리,572,19,165
읍상리,574,2,81
읍상리,581,2,239.2
읍상리,582,2,240.7
읍상리,582,6,260.8
읍상리,583,2,231.4
읍상리,583,3,243.1
읍상리,583,5,222.2
읍상리,584,1,207.1
읍상리,584,4,224
읍상리,584,5,226.4
읍상리,584,6,222.2
읍상리,584,7,212
읍상리,584,8,198.8
읍상리,584,9,206.8
읍상리,585,2,208.5
읍상리,585,3,221.2
읍상리,585,7,234.5
읍상리,585,8,215
읍상리,585,10,217.6
읍상리,585,11,213.5
읍상리,586,3,236.5
읍상리,586,5,228.7
읍상리,587,1,195.3
읍상리,587,2,200.9
읍상리,587,3,205.4
읍상리,589,,892.5
읍상리,592,1,248.1
읍상리,592,2,242.1
읍상리,592,3,245.2
읍상리,592,4,231.1
읍상리,592,7,236.7
읍상리,597,2,205.5
읍상리,598,1,263.6
읍상리,598,2,255.3
읍상리,598,3,257.2
읍상리,598,4,282.6
읍상리,598,5,289.7
읍상리,598,7,281.8
읍상리,598,10,280.2
읍상리,598,12,265
읍상리,600,1,267.4
읍상리,600,2,543.7
읍상리,616,2,434.4
읍상리,616,4,218.2
읍상리,616,5,217
읍상리,616,6,217.9
읍상리,620,2,236.3
읍상리,624,1,218.2
읍상리,624,4,233.5
읍상리,626,1,230.7
읍상리,626,2,224.9
읍상리,626,4,224.9
읍상리,626,8,337
읍상리,626,10,230.3
읍상리,628,1,445.3
읍상리,628,3,224
읍상리,628,5,225.7
읍상리,628,6,221.6
읍상리,628,7,220
읍상리,628,8,223.3
읍상리,628,9,222.8
읍상리,628,10,223.7
읍상리,629,2,225.1
읍상리,629,5,248.5
읍상리,629,7,225.8
읍상리,630,2,222.9
읍상리,630,8,227.1
읍상리,631,1,278.6
읍상리,631,2,267.6
읍상리,631,5,266.5
읍상리,631,6,266.5
읍상리,631,7,266.7
읍상리,631,8,266.9
읍상리,631,9,262.3
읍상리,631,15,266.1
읍상리,632,1,306.2
읍상리,632,2,297.2
읍상리,637,4,218.6
읍상리,637,5,259.2
읍상리,637,7,252.2
읍상리,638,2,202.8
읍상리,638,5,405.3
읍상리,638,7,208.7
읍상리,638,8,216.1
읍상리,638,9,222.7
읍상리,638,10,228.5
읍상리,640,1,214.6
읍상리,640,2,222.6
읍상리,640,3,235.1
읍상리,640,8,225.8
읍상리,640,9,226.5
읍상리,640,10,229.2
읍상리,640,12,444.5
읍상리,641,1,241.1
읍상리,641,2,246.1
읍상리,641,3,248.8
읍상리,641,4,262.3
읍상리,641,6,242.4
읍상리,641,8,240.9
읍상리,642,1,294.5
읍상리,642,3,261.4
읍상리,644,1,233.1
읍상리,644,3,245.9
읍상리,647,1,286.4
읍상리,647,3,515.7
읍상리,648,1,269.5
읍상리,648,3,251.8
읍상리,649,1,282.5
읍상리,649,2,275.7
읍상리,649,3,293.5
읍상리,649,6,280.1
읍상리,650,1,290.9
읍상리,650,2,274
읍상리,650,3,272.5
읍상리,650,4,241.6
읍상리,650,5,285.4
읍상리,650,6,291.7
읍상리,650,8,291.5
읍상리,659,3,794.4
읍상리,659,4,920.4
읍상리,661,3,580.6
읍상리,665,6,355
읍상리,665,7,355
읍상리,665,8,352.7
읍상리,665,9,396.7
읍상리,671,3,195.6
읍상리,671,5,575.7
읍상리,692,4,280.7
읍상리,692,6,452.2
읍하리,50,8,286
읍하리,54,2,356
읍하리,54,3,231
읍하리,60,17,196
읍하리,69,,460
읍하리,71,,104
읍하리,74,1,102
읍하리,75,2,219
읍하리,75,3,123
읍하리,75,5,56
읍하리,77,1,230
읍하리,79,4,174
읍하리,79,7,167
읍하리,80,2,409
읍하리,86,3,235
읍하리,86,9,170
읍하리,89,10,100
읍하리,90,6,219
읍하리,90,12,33
읍하리,90,17,33
읍하리,92,,122
읍하리,94,10,185
읍하리,94,21,48
읍하리,94,24,387
읍하리,97,1,359
읍하리,100,1,225
읍하리,105,1,455
읍하리,107,3,64.64
읍하리,107,27,215
읍하리,107,38,50
읍하리,109,1,147
읍하리,110,1,35
읍하리,110,7,65
읍하리,111,1,64
읍하리,112,6,121
읍하리,112,50,237
읍하리,115,7,218
읍하리,134,5,72
읍하리,134,7,96
읍하리,134,20,165
읍하리,134,21,293
읍하리,134,32,116
읍하리,148,8,271
읍하리,166,,522
읍하리,176,6,176
읍하리,176,7,283
읍하리,195,2,455
읍하리,210,2,264
읍하리,210,5,307
읍하리,210,11,76
읍하리,214,4,298
읍하리,214,5,172
읍하리,214,7,339
읍하리,215,1,840
읍하리,215,2,278
읍하리,215,3,557
읍하리,215,4,215
읍하리,215,9,482
읍하리,215,11,406
읍하리,216,,952
읍하리,218,3,163
읍하리,218,5,214
읍하리,218,9,214
읍하리,219,6,437
읍하리,220,3,1065
읍하리,221,2,410
읍하리,221,3,274
읍하리,221,5,258
읍하리,222,5,496
읍하리,222,7,196
읍하리,228,6,397
읍하리,238,,517
읍하리,243,1,930
읍하리,249,3,38
읍하리,250,1,81.5
읍하리,250,2,93
읍하리,250,3,354
읍하리,251,23,487
읍하리,251,35,465
읍하리,251,36,149
읍하리,251,37,115.35
읍하리,251,38,69
읍하리,251,39,231
읍하리,251,41,191
읍하리,251,46,122
읍하리,251,49,102
읍하리,251,50,139
읍하리,251,58,380
읍하리,251,59,400
읍하리,251,61,182
읍하리,251,65,218
읍하리,251,66,218
읍하리,251,69,801
읍하리,251,75,407
읍하리,251,77,295
읍하리,251,81,116
읍하리,251,82,212
읍하리,251,85,314
읍하리,251,87,137
읍하리,296,1,282.5
읍하리,297,2,359
읍하리,297,3,189
읍하리,297,9,188
읍하리,300,2,198
읍하리,300,3,192
읍하리,300,4,179
읍하리,300,5,83
읍하리,300,6,212
읍하리,300,8,198
읍하리,300,9,241
읍하리,300,12,177
읍하리,300,13,202
읍하리,300,14,218
